beerName,upc,quantityOnHand,price,categories
Juicy Fox #00428,010000000428,293,3.82,Dubbel;Saison
Juicy Comet #00429,010000000429,389,10.52,Hefeweizen;Stout
Golden Rocket #00430,010000000430,447,2.15,Amber;Dubbel;Pilsner
Roasty Fox #00431,010000000431,397,6.34,Dubbel;Kölsch
Dry Oak #00432,010000000432,84,4.34,Lager;Wheat
Dry River #00433,010000000433,272,7.24,Brown Ale;Tripel
Wild Forge #00434,010000000434,136,12.02,Porter
Bright Comet #00435,010000000435,141,4.08,Pale Ale;Porter
Smooth Monk #00436,010000000436,389,9.53,Amber;Kölsch;Porter
Bright Oak #00437,010000000437,231,3.03,Bock
Juicy Rocket #00438,010000000438,355,9.04,IPA;Session IPA;Tripel
Crisp Wolf #00439,010000000439,325,8.82,Saison
Bright Monk #00440,010000000440,495,10.28,Amber;Session IPA
Smooth Rocket #00441,010000000441,172,12.69,Kölsch;Session IPA
Smooth Comet #00442,010000000442,23,3.52,IPA;Sour;Stout
Roasty Wolf #00443,010000000443,0,10.25,Brown Ale;Porter
Dark Rocket #00444,010000000444,47,8.87,Dubbel;Pilsner
Dark Comet #00445,010000000445,202,7.74,Hefeweizen;Pilsner
Crisp Comet #00446,010000000446,109,11.25,Porter
Dry Monk #00447,010000000447,265,10.60,IPA
Smooth Fox #00448,010000000448,440,10.13,Pilsner;Session IPA
Golden Oak #00449,010000000449,45,3.58,Tripel
Smooth Rocket #00450,010000000450,70,9.32,Pilsner;Porter
Juicy Forge #00451,010000000451,4,4.85,Dubbel;Porter;Wheat
Bright Forge #00452,010000000452,351,10.55,Pilsner;Stout
Dark Fox #00453,010000000453,301,9.35,Hefeweizen;Tripel
Dark Monk #00454,010000000454,141,3.21,Brown Ale;Saison
Hoppy Rocket #00455,010000000455,105,12.09,Bock;Brown Ale
Hoppy Monk #00456,010000000456,253,9.39,Pale Ale
Roasty Forge #00457,010000000457,36,12.30,Dubbel
Smooth Harbor #00458,010000000458,198,10.10,Saison;Sour
Roasty Fox #00459,010000000459,8,2.87,Amber
Golden Comet #00460,010000000460,472,2.72,Barleywine;Brown Ale;NEIPA
Bright Oak #00461,010000000461,359,9.72,Saison
Juicy Forge #00462,010000000462,78,7.17,Brown Ale
Crisp Cloud #00463,010000000463,471,5.65,Saison;Tripel
Bright Forge #00464,010000000464,324,2.84,Hefeweizen;Pale Ale
Hoppy Monk #00465,010000000465,44,10.38,Gose
Dry Forge #00466,010000000466,28,7.82,IPA;Stout
Dark Comet #00467,010000000467,83,11.65,Barleywine;NEIPA
Wild Harbor #00468,010000000468,190,4.08,IPA;Stout
Smooth Oak #00469,010000000469,139,12.21,Amber
Dry Fox #00470,010000000470,254,10.81,Lager;Session IPA
Dry Harbor #00471,010000000471,188,4.71,Kölsch;Stout
Crisp Monk #00472,010000000472,379,11.91,Lager
Hoppy Monk #00473,010000000473,23,11.15,Bock;Porter
Dark Comet #00474,010000000474,283,10.07,Pale Ale;Tripel
Bright River #00475,010000000475,138,3.08,NEIPA;Stout
Hoppy Harbor #00476,010000000476,114,12.05,Bock
Crisp Wolf #00477,010000000477,443,7.27,Pilsner;Tripel
Juicy Wolf #00478,010000000478,4,9.04,Brown Ale;Kölsch
Wild Forge #00479,010000000479,124,10.99,Kölsch;Session IPA
Golden Cloud #00480,010000000480,389,6.51,Hefeweizen;IPA
Hoppy Monk #00481,010000000481,277,8.58,Tripel
Hoppy Oak #00482,010000000482,434,7.78,Wheat
Juicy Monk #00483,010000000483,214,11.56,Porter
Wild Fox #00484,010000000484,22,6.23,Dubbel;Gose;Pilsner
Dry Fox #00485,010000000485,258,4.22,Kölsch;Lager;Pilsner
Bright Harbor #00486,010000000486,121,7.46,Bock;Tripel
Smooth River #00487,010000000487,231,7.05,Pilsner;Wheat
Dark Forge #00488,010000000488,55,4.67,Sour
Roasty Wolf #00489,010000000489,160,9.81,Saison
Smooth Monk #00490,010000000490,231,7.80,Amber;Pilsner;Stout
Dark Rocket #00491,010000000491,423,2.31,Porter;Tripel
Crisp Monk #00492,010000000492,495,8.77,Brown Ale;Lager;NEIPA
Wild Harbor #00493,010000000493,15,9.77,Barleywine;Pale Ale;Saison
Crisp Wolf #00494,010000000494,52,4.35,IPA
Hoppy Monk #00495,010000000495,66,5.54,Amber;Dubbel;Pilsner
Crisp Comet #00496,010000000496,33,5.53,Pilsner;Porter;Tripel
Crisp Comet #00497,010000000497,482,10.93,Sour
Dry Oak #00498,010000000498,420,9.57,Bock;Hefeweizen;IPA
Dark River #00499,010000000499,109,5.32,Amber;Gose
Dark Comet #00500,010000000500,314,6.52,Hefeweizen;Session IPA
Juicy Wolf #00501,010000000501,31,3.28,Bock;Porter
Bright Monk #00502,010000000502,329,12.25,IPA;Saison
Bright River #00503,010000000503,245,12.64,Dubbel;Kölsch;NEIPA
Smooth Oak #00504,010000000504,138,5.17,Tripel
Dry Monk #00505,010000000505,15,7.24,Session IPA
Juicy River #00506,010000000506,392,6.25,Pale Ale;Stout
Golden Rocket #00507,010000000507,273,2.63,Bock;Kölsch
Smooth Harbor #00508,010000000508,90,6.33,Dubbel;Kölsch
Hoppy River #00509,010000000509,485,4.40,Saison;Session IPA
Wild Harbor #00510,010000000510,251,2.26,Lager
Golden Forge #00511,010000000511,112,1.89,IPA;Tripel;Wheat
Dark River #00512,010000000512,367,5.12,IPA;Lager
Dark Forge #00513,010000000513,360,4.39,NEIPA
Smooth Fox #00514,010000000514,191,9.59,Tripel
Wild River #00515,010000000515,69,4.71,Session IPA;Sour;Tripel
Juicy Forge #00516,010000000516,402,8.79,Kölsch;Sour
Bright Rocket #00517,010000000517,375,7.52,IPA;Sour
Dry Oak #00518,010000000518,435,2.15,Barleywine;Tripel
Dry Monk #00519,010000000519,327,3.62,Pilsner;Porter;Tripel
Golden River #00520,010000000520,163,4.92,Tripel
Roasty Comet #00521,010000000521,135,5.78,Dubbel;Pilsner
Wild Fox #00522,010000000522,368,1.51,Bock
Roasty Oak #00523,010000000523,496,4.89,Bock;Dubbel;Session IPA
Juicy Oak #00524,010000000524,51,11.30,Gose;Sour
Crisp Comet #00525,010000000525,150,1.90,Amber;Stout
Crisp River #00526,010000000526,87,9.17,Pilsner;Saison
Crisp River #00527,010000000527,304,11.37,Hefeweizen
Dark Forge #00528,010000000528,455,10.38,Lager;Stout
Smooth Monk #00529,010000000529,498,5.38,Amber;Barleywine;Saison
Wild Rocket #00530,010000000530,121,3.45,Bock
Dry Cloud #00531,010000000531,430,11.54,Dubbel;Lager
Hoppy Oak #00532,010000000532,44,7.52,IPA;Stout;Wheat
Golden Harbor #00533,010000000533,326,7.46,Session IPA
Crisp Rocket #00534,010000000534,401,9.63,Amber;Pilsner;Session IPA
Juicy Oak #00535,010000000535,94,9.08,Dubbel;Gose;Sour
Hoppy Rocket #00536,010000000536,225,11.01,Amber;Pale Ale
Dry Comet #00537,010000000537,77,3.47,Dubbel
Juicy Oak #00538,010000000538,497,6.14,Bock
Juicy Oak #00539,010000000539,494,12.45,Kölsch;Pale Ale;Session IPA
Wild Fox #00540,010000000540,202,2.20,Gose;Stout
Dark Harbor #00541,010000000541,497,5.82,Lager;Porter
Bright Fox #00542,010000000542,349,10.40,Amber;Porter
Smooth Fox #00543,010000000543,44,9.43,Amber;Saison;Tripel
Juicy Wolf #00544,010000000544,469,1.74,Hefeweizen;Porter;Stout
Dark Forge #00545,010000000545,301,3.54,Kölsch
Crisp Rocket #00546,010000000546,444,12.45,Amber;Hefeweizen
Bright Wolf #00547,010000000547,292,11.17,Sour
Wild Oak #00548,010000000548,73,9.71,Bock
Smooth Monk #00549,010000000549,25,11.22,Dubbel;IPA
Smooth Rocket #00550,010000000550,159,7.23,Pale Ale;Porter;Stout
Wild Wolf #00551,010000000551,396,8.06,Hefeweizen;Pilsner
Golden Wolf #00552,010000000552,108,9.82,Dubbel;Lager;NEIPA
Juicy Harbor #00553,010000000553,33,7.86,IPA;NEIPA;Porter
Dark Monk #00554,010000000554,448,5.60,Pale Ale
Hoppy Wolf #00555,010000000555,25,8.87,Amber;Dubbel
Roasty Cloud #00556,010000000556,203,4.02,Pale Ale
Smooth Wolf #00557,010000000557,304,10.62,Kölsch;Session IPA
Juicy River #00558,010000000558,176,4.83,Brown Ale;Pilsner
Hoppy Oak #00559,010000000559,25,4.82,Barleywine;Pale Ale
Golden Rocket #00560,010000000560,333,9.87,IPA
Roasty Harbor #00561,010000000561,331,5.03,Pale Ale
Wild Forge #00562,010000000562,412,7.74,Bock;Hefeweizen
Smooth Wolf #00563,010000000563,129,5.95,Bock;Brown Ale;NEIPA
Dry Fox #00564,010000000564,3,11.96,Brown Ale;Saison
Wild Fox #00565,010000000565,246,2.79,Amber;Tripel
Wild Rocket #00566,010000000566,335,7.60,NEIPA;Porter
Golden Comet #00567,010000000567,412,9.76,IPA;Porter
Roasty Rocket #00568,010000000568,132,10.06,Bock;Lager;Wheat
Smooth Monk #00569,010000000569,351,12.43,Brown Ale;Dubbel;NEIPA
Dark Cloud #00570,010000000570,92,7.50,Session IPA
Dark Rocket #00571,010000000571,371,12.93,Pilsner;Tripel
Golden River #00572,010000000572,114,7.77,Amber;Dubbel;Tripel
Dry Rocket #00573,010000000573,237,3.90,Kölsch;Lager;Pilsner
Roasty Monk #00574,010000000574,256,3.94,Brown Ale;Hefeweizen;NEIPA
Hoppy Harbor #00575,010000000575,70,5.59,Hefeweizen;Kölsch
Roasty Harbor #00576,010000000576,161,5.18,Session IPA
Smooth Harbor #00577,010000000577,160,2.67,Gose
Wild Monk #00578,010000000578,389,4.94,Pilsner;Session IPA
Dark Forge #00579,010000000579,222,10.28,Bock;Hefeweizen;Session IPA
Hoppy Comet #00580,010000000580,273,5.57,IPA;Tripel
Juicy Monk #00581,010000000581,9,1.57,Dubbel;Pale Ale
Wild Harbor #00582,010000000582,52,9.34,Pilsner;Sour
Hoppy Rocket #00583,010000000583,485,7.44,Barleywine;NEIPA;Tripel
Bright Harbor #00584,010000000584,175,11.52,Sour;Wheat
Bright Comet #00585,010000000585,116,6.08,IPA;Wheat
Dry Cloud #00586,010000000586,86,4.01,Bock;Lager
Wild Cloud #00587,010000000587,319,2.48,Stout
Hoppy Comet #00588,010000000588,353,3.86,Bock;Gose;Stout
Juicy Rocket #00589,010000000589,242,4.62,Brown Ale;IPA
Bright Fox #00590,010000000590,339,12.14,Barleywine;Porter
Bright Fox #00591,010000000591,261,3.90,Barleywine;Stout
Roasty Monk #00592,010000000592,311,5.58,NEIPA;Wheat
Smooth Oak #00593,010000000593,151,4.77,Saison
Roasty Monk #00594,010000000594,352,11.33,IPA;Pale Ale
Hoppy Fox #00595,010000000595,464,3.75,NEIPA;Pilsner;Porter
Crisp Fox #00596,010000000596,463,6.73,Brown Ale;Gose
Wild Wolf #00597,010000000597,25,3.53,Brown Ale;Lager
Smooth River #00598,010000000598,218,3.86,Lager
Hoppy Harbor #00599,010000000599,339,4.98,Dubbel;Gose
Dry Rocket #00600,010000000600,449,3.39,Sour;Tripel
Crisp Oak #00601,010000000601,204,10.83,Bock;Session IPA
Bright Harbor #00602,010000000602,57,4.20,Sour
Crisp Oak #00603,010000000603,466,11.37,Bock;Dubbel;Sour
Dry Comet #00604,010000000604,441,4.16,Hefeweizen;Session IPA;Stout
Roasty Comet #00605,010000000605,32,6.84,IPA;NEIPA
Dry Forge #00606,010000000606,114,8.41,Hefeweizen
Golden Wolf #00607,010000000607,177,9.37,Lager;Saison
Hoppy Harbor #00608,010000000608,258,11.10,Pilsner;Session IPA;Sour
Smooth Monk #00609,010000000609,169,7.18,NEIPA
Golden Cloud #00610,010000000610,329,9.24,Gose;Pale Ale;Pilsner
Roasty Forge #00611,010000000611,229,3.29,Gose;Stout;Tripel
Roasty Comet #00612,010000000612,52,9.75,Kölsch;Lager;Saison
Hoppy Fox #00613,010000000613,405,7.72,Gose;Tripel
Smooth Comet #00614,010000000614,418,6.05,Saison;Session IPA;Tripel
Smooth Wolf #00615,010000000615,58,3.48,IPA;Tripel
Smooth Rocket #00616,010000000616,280,12.18,Lager;Stout
Dark Wolf #00617,010000000617,71,9.87,Amber
Dry Monk #00618,010000000618,96,3.96,Barleywine;Gose;Wheat
Smooth Fox #00619,010000000619,387,9.97,Kölsch
Crisp Wolf #00620,010000000620,234,11.81,IPA;Session IPA
Juicy Comet #00621,010000000621,283,10.35,Kölsch;NEIPA;Sour
Dark Fox #00622,010000000622,198,8.08,Amber;Hefeweizen;Pale Ale
Bright River #00623,010000000623,496,7.51,Barleywine;Hefeweizen;Porter
Dry Cloud #00624,010000000624,153,12.70,Saison;Wheat
Golden Monk #00625,010000000625,319,7.44,Porter;Sour
Juicy Cloud #00626,010000000626,355,8.09,Dubbel
Juicy Wolf #00627,010000000627,298,10.03,Hefeweizen;IPA
Juicy Fox #00628,010000000628,12,9.29,Barleywine;Lager
Golden Rocket #00629,010000000629,384,4.78,Amber;Porter
Hoppy Rocket #00630,010000000630,104,12.57,Dubbel
Roasty Fox #00631,010000000631,315,12.99,Bock;Saison
Golden Cloud #00632,010000000632,401,7.38,Bock
Bright Oak #00633,010000000633,489,7.89,IPA
Wild Monk #00634,010000000634,317,10.56,Dubbel;Kölsch
Juicy Forge #00635,010000000635,100,5.45,Gose;Sour
Crisp Harbor #00636,010000000636,492,5.04,Bock
Hoppy Oak #00637,010000000637,142,12.88,Porter;Sour
Dry Rocket #00638,010000000638,2,8.25,Barleywine;Lager;Porter
Smooth Forge #00639,010000000639,26,7.65,Dubbel;Kölsch;Saison
Crisp River #00640,010000000640,269,5.99,NEIPA;Pilsner
Juicy Harbor #00641,010000000641,212,12.61,Dubbel;Pale Ale;Pilsner
Golden River #00642,010000000642,169,8.87,NEIPA;Wheat
Roasty Cloud #00643,010000000643,421,1.67,Dubbel
Roasty Monk #00644,010000000644,463,6.48,Tripel
Bright Fox #00645,010000000645,197,6.74,IPA;NEIPA
Smooth Cloud #00646,010000000646,411,11.90,Brown Ale;Lager;Session IPA
Golden River #00647,010000000647,263,3.17,Sour
Juicy Cloud #00648,010000000648,3,2.83,Hefeweizen;Wheat
Crisp Monk #00649,010000000649,275,10.40,Porter
Hoppy Wolf #00650,010000000650,367,8.28,Pilsner
Crisp Comet #00651,010000000651,91,6.64,Kölsch
Golden Rocket #00652,010000000652,208,9.43,Bock;Hefeweizen;Tripel
Hoppy Oak #00653,010000000653,344,3.91,Barleywine
Crisp Forge #00654,010000000654,23,2.97,NEIPA;Stout
Wild Rocket #00655,010000000655,310,3.26,Bock;Gose
Bright Comet #00656,010000000656,242,4.69,Bock;Porter
Juicy Rocket #00657,010000000657,491,4.44,Dubbel;IPA
Juicy Cloud #00658,010000000658,72,4.01,IPA
Dry Forge #00659,010000000659,201,12.49,Brown Ale
Golden River #00660,010000000660,108,9.94,Barleywine;Sour
Golden Forge #00661,010000000661,427,6.66,Sour;Stout
Dry Comet #00662,010000000662,435,12.73,Brown Ale;Pilsner;Saison
Crisp Rocket #00663,010000000663,50,5.53,Dubbel;Porter;Tripel
Golden Fox #00664,010000000664,145,2.91,Session IPA;Tripel
Roasty River #00665,010000000665,315,7.75,Barleywine;Kölsch
Smooth River #00666,010000000666,490,10.26,IPA;Tripel
Golden Monk #00667,010000000667,364,10.42,Dubbel;Porter
Smooth Wolf #00668,010000000668,236,10.61,Brown Ale;Session IPA
Juicy Fox #00669,010000000669,89,3.16,Porter;Saison
Golden Rocket #00670,010000000670,375,3.05,IPA
Juicy Comet #00671,010000000671,416,9.78,Lager;Saison
Wild Cloud #00672,010000000672,457,12.54,Bock;Dubbel;Porter
Golden Forge #00673,010000000673,375,7.44,Gose;NEIPA
Juicy Fox #00674,010000000674,203,8.94,Pale Ale
Dry Harbor #00675,010000000675,387,12.01,Gose;Sour
Dark Forge #00676,010000000676,485,4.48,Dubbel;Lager;Pale Ale
Roasty Monk #00677,010000000677,32,6.90,Lager;Pale Ale
Golden Cloud #00678,010000000678,464,8.88,Gose;Lager;Session IPA
Hoppy River #00679,010000000679,52,12.16,Amber;Kölsch
Juicy Forge #00680,010000000680,89,9.20,Dubbel;Kölsch;Pilsner
Juicy Rocket #00681,010000000681,192,6.05,Barleywine;Dubbel;Session IPA
Roasty Forge #00682,010000000682,3,11.76,Gose;Sour
Golden Fox #00683,010000000683,263,7.24,Porter;Sour
Dark River #00684,010000000684,308,3.91,Hefeweizen;Tripel
Crisp Wolf #00685,010000000685,345,11.29,Kölsch;Sour;Wheat
Bright Comet #00686,010000000686,124,2.37,Barleywine;Kölsch
Dark Harbor #00687,010000000687,322,11.98,Kölsch
Dark Comet #00688,010000000688,85,6.77,Bock;NEIPA
Dry Forge #00689,010000000689,326,1.87,Pilsner;Wheat
Roasty Forge #00690,010000000690,241,11.35,Hefeweizen;Pale Ale
Dry Harbor #00691,010000000691,406,5.21,Sour;Tripel
Roasty Forge #00692,010000000692,302,2.89,Barleywine;Bock
Dark Fox #00693,010000000693,8,5.63,Porter;Sour;Stout
Roasty Forge #00694,010000000694,307,2.28,Pilsner
Roasty Harbor #00695,010000000695,461,12.53,Hefeweizen
Juicy Oak #00696,010000000696,189,2.37,Bock;Pale Ale;Session IPA
Smooth Forge #00697,010000000697,411,3.49,Amber;Porter;Session IPA
Golden Fox #00698,010000000698,145,12.62,Amber;IPA;Wheat
Hoppy Forge #00699,010000000699,267,3.90,Bock
Golden River #00700,010000000700,209,8.90,Porter
Bright Forge #00701,010000000701,129,6.84,Amber;Dubbel;Kölsch
Bright Monk #00702,010000000702,211,12.79,Dubbel;Saison;Sour
Juicy Wolf #00703,010000000703,129,7.77,Bock;Porter
Crisp Monk #00704,010000000704,228,4.80,Wheat
Juicy Oak #00705,010000000705,402,8.42,Sour
Bright Comet #00706,010000000706,411,3.35,Hefeweizen;Session IPA
Crisp Fox #00707,010000000707,134,6.03,Lager;Pilsner
Bright Oak #00708,010000000708,314,12.16,Barleywine;Lager
Dark Wolf #00709,010000000709,224,1.70,Brown Ale;NEIPA
Golden Comet #00710,010000000710,401,11.94,Barleywine;Sour
Hoppy River #00711,010000000711,122,1.49,Amber;Pilsner
Bright River #00712,010000000712,342,9.58,Kölsch;NEIPA;Wheat
Hoppy Fox #00713,010000000713,470,3.33,Kölsch;Saison
Smooth River #00714,010000000714,493,7.15,Barleywine;Wheat
Roasty Oak #00715,010000000715,294,1.58,Hefeweizen;Sour
Juicy Fox #00716,010000000716,286,2.97,Stout;Tripel
Juicy Rocket #00717,010000000717,448,12.50,Bock;Gose
Dry Wolf #00718,010000000718,394,6.47,Barleywine;Gose
Dry Comet #00719,010000000719,246,3.87,Bock;Pilsner
Golden Monk #00720,010000000720,409,7.95,Dubbel;NEIPA;Saison
Hoppy Rocket #00721,010000000721,127,7.37,Bock
Smooth Fox #00722,010000000722,283,5.14,Dubbel;Tripel;Wheat
Dry Rocket #00723,010000000723,93,5.38,Kölsch;Pale Ale;Wheat
Wild Monk #00724,010000000724,117,5.64,Barleywine;Dubbel
Dark Fox #00725,010000000725,61,3.09,Barleywine;IPA;Saison
Hoppy Wolf #00726,010000000726,190,7.94,Amber;Kölsch;Session IPA
Dark Cloud #00727,010000000727,143,9.63,Kölsch;Porter
Hoppy Cloud #00728,010000000728,409,10.15,Lager;NEIPA;Saison
Smooth Oak #00729,010000000729,440,5.06,Gose;NEIPA;Stout
Smooth Comet #00730,010000000730,6,5.80,Kölsch;Stout;Tripel
Smooth Forge #00731,010000000731,441,6.80,Amber;Saison
Golden Rocket #00732,010000000732,241,8.51,Session IPA;Sour
Bright Monk #00733,010000000733,214,9.11,Amber;Bock
Roasty Harbor #00734,010000000734,292,4.17,Amber;Stout
Golden Cloud #00735,010000000735,221,9.29,Barleywine;Porter
Roasty Comet #00736,010000000736,90,10.12,NEIPA;Porter;Saison
Smooth Wolf #00737,010000000737,153,6.62,Bock
Crisp Harbor #00738,010000000738,30,5.90,Session IPA;Stout
Roasty River #00739,010000000739,133,8.88,Barleywine;Saison
Wild River #00740,010000000740,10,9.92,Dubbel
Dry Monk #00741,010000000741,295,12.51,Brown Ale;Dubbel
Smooth Cloud #00742,010000000742,249,10.64,Bock
Dry Rocket #00743,010000000743,237,4.45,Hefeweizen;Tripel
Dry Forge #00744,010000000744,207,2.95,Sour
Smooth Monk #00745,010000000745,160,7.97,Amber;Bock
Wild Wolf #00746,010000000746,399,8.92,Hefeweizen;Kölsch;Sour
Hoppy Harbor #00747,010000000747,372,6.29,Pilsner;Wheat
Dark Oak #00748,010000000748,52,3.44,Session IPA
Juicy Comet #00749,010000000749,13,9.62,Stout
Wild Forge #00750,010000000750,79,3.21,Brown Ale;Kölsch;Pale Ale
Wild Wolf #00751,010000000751,320,4.07,NEIPA;Sour
Hoppy Comet #00752,010000000752,339,8.79,Gose;Session IPA
Juicy Rocket #00753,010000000753,280,10.60,Saison;Sour
Dry Forge #00754,010000000754,233,10.39,Dubbel;Session IPA
Juicy Monk #00755,010000000755,412,3.32,Brown Ale;Dubbel;Hefeweizen
Wild Harbor #00756,010000000756,155,1.70,NEIPA
Dark River #00757,010000000757,146,11.09,Session IPA
Roasty Rocket #00758,010000000758,4,10.30,Barleywine;Pale Ale
Hoppy Cloud #00759,010000000759,191,5.35,Bock;Hefeweizen;Saison
Golden Harbor #00760,010000000760,366,9.47,Amber;Pale Ale;Pilsner
Bright Monk #00761,010000000761,264,7.05,Amber;Saison
Bright Monk #00762,010000000762,436,2.89,Brown Ale;Porter
Crisp Wolf #00763,010000000763,316,10.76,Barleywine;Session IPA
Golden River #00764,010000000764,9,4.60,Saison
Hoppy Harbor #00765,010000000765,497,3.58,Amber;Porter
Roasty Comet #00766,010000000766,119,3.33,IPA;Session IPA
Golden River #00767,010000000767,215,7.87,Dubbel;Gose;Lager
Smooth Fox #00768,010000000768,431,4.48,Amber
Bright Fox #00769,010000000769,278,11.11,Amber;Wheat
Bright Comet #00770,010000000770,62,6.58,Gose;Lager;Pale Ale
Golden Wolf #00771,010000000771,376,3.41,Bock;Session IPA
Wild River #00772,010000000772,81,2.35,Amber
Roasty Rocket #00773,010000000773,101,8.87,Wheat
Crisp Monk #00774,010000000774,324,10.38,IPA;Sour
Wild Forge #00775,010000000775,61,9.59,IPA;Lager
Dry Wolf #00776,010000000776,352,4.66,Pale Ale;Pilsner
Dark Wolf #00777,010000000777,46,8.42,Lager
Smooth Harbor #00778,010000000778,359,12.47,Porter
Roasty Monk #00779,010000000779,162,12.92,Gose;Wheat
Hoppy Oak #00780,010000000780,183,4.24,Lager;Session IPA
Roasty Cloud #00781,010000000781,150,12.60,Kölsch;Sour;Wheat
Juicy River #00782,010000000782,165,11.08,Barleywine;Saison
Dark Fox #00783,010000000783,271,4.66,Amber;Brown Ale;Saison
Smooth Wolf #00784,010000000784,0,11.85,Dubbel;IPA;Sour
Dry Monk #00785,010000000785,164,2.78,NEIPA;Session IPA;Wheat
Juicy Harbor #00786,010000000786,313,7.28,Hefeweizen;Tripel
Crisp Fox #00787,010000000787,267,2.85,Porter
Dark Comet #00788,010000000788,103,3.68,Lager;Stout;Wheat
Dry Oak #00789,010000000789,336,11.52,Dubbel;Lager
Golden Forge #00790,010000000790,367,2.94,Wheat
Roasty Fox #00791,010000000791,239,2.73,Hefeweizen;Saison
Smooth Comet #00792,010000000792,421,6.93,Pilsner
Wild Fox #00793,010000000793,483,5.91,Stout
Golden Cloud #00794,010000000794,197,5.37,NEIPA;Pale Ale
Dry Harbor #00795,010000000795,285,12.92,Dubbel;Kölsch;Stout
Roasty Oak #00796,010000000796,452,3.62,Saison;Sour
Bright Cloud #00797,010000000797,172,4.72,Dubbel;Saison;Tripel
Smooth River #00798,010000000798,211,10.30,Barleywine;Pale Ale
Dry Cloud #00799,010000000799,109,9.17,Dubbel;Gose
Roasty Oak #00800,010000000800,0,2.19,Barleywine;IPA
Juicy Harbor #00801,010000000801,455,7.67,Brown Ale
Golden Monk #00802,010000000802,438,7.93,Amber
Juicy Cloud #00803,010000000803,284,4.65,Lager
Roasty River #00804,010000000804,79,4.32,Dubbel;Kölsch
Golden Monk #00805,010000000805,131,7.64,Kölsch
Bright Forge #00806,010000000806,469,5.94,Tripel
Roasty Harbor #00807,010000000807,249,3.44,Kölsch;Lager
Bright Fox #00808,010000000808,399,2.63,Dubbel;Hefeweizen
Bright Fox #00809,010000000809,445,6.13,Bock
Hoppy Rocket #00810,010000000810,268,2.33,Kölsch;Saison
Dark River #00811,010000000811,257,6.01,Bock;Lager
Roasty Forge #00812,010000000812,294,11.82,Pale Ale
